project,region,sector_code,investment_usd,database,db_data_source,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Construction,0.04741,14.16,0.94,0.057,0.02275,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Energy_Utilities,0.08794,27.94,0.57,0.1654,0.05628,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Health_Social,0.05074,9.48,1.32,0.0687,0.03552,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Manufacturing,0.14503,73.01,1.55,0.324,0.06091,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Mining_Extraction,0.12371,52.99,1.16,0.3249,0.06928,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Transport_Logistics,0.06386,14.31,0.86,0.0522,0.03831,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Water_Waste,0.03504,5.42,0.6,0.4084,0.02418,16437.1,701.6,118.801,26.023
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Agriculture,0.01267,2.09,0.41,0.1014,0.00963,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Construction,0.02212,6.61,0.44,0.0266,0.01062,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Energy_Utilities,0.04104,13.04,0.26,0.0772,0.02627,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Health_Social,0.02368,4.43,0.61,0.032,0.01658,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Manufacturing,0.0677,34.08,0.72,0.1513,0.02843,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Mining_Extraction,0.05773,24.73,0.54,0.1516,0.03233,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Transport_Logistics,0.0298,6.68,0.4,0.0244,0.01788,16531.29,705.26,119.556,26.176
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,6,Water_Waste,0.01635,2.53,0.28,0.1906,0.01128,16531.29,705.26,119.556,26.176
